"sample_id","(2-aminoethoxy)[2-hydroxy-3-(octadecanoyloxy)propoxy]phosphinic acid","(Z)-6-Octadecenoic acid","1-(1Z-Octadecenyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine","1-(1Z-Octadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine","1-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-sn-glycero-3-phosphocholine","1-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine","1,2-Dilinoleoyl-sn-glycero-3-phosphoethanolamine","1,2-Dioleoyl-rac-glycerol","1,2-Dioleoyl-sn-glycero-3-phospho-(1'-myo-inositol)","1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine","1,3-Diphenylguanidine","1.alpha.-Methyl-5.alpha.-androstan-3.alpha.,17.beta.-diol glucuronide","1-heptadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine","1-Methyladenosine","1-Myristoyl-sn-glycero-3-phosphocholine","1-O-Hexadecyl-2-O-acetyl-sn-glyceryl-3-phosphorylcholine","1-Oleoyl-2-myristoyl-sn-glycero-3-phosphocholine","1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine","1-pentadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine","1-Stearoyl-2-arachidonoyl-sn-glycero-3-phospho-(1'-myo-inositol)","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine","2,3-Dibromophenol","2,3-Dihydroxybenzoate","20-Hydroxyarachidonic acid","2-Arachidonoyl-1-stearoyl-sn-glycero-3-phosphoethanolamine","2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoethanolamine","2-Hydroxybutyric acid","2-Hydroxycinnamic acid","2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine","3,4-Dihydroxyphenylacetic acid","3-Formylindole","3-Hydroxy-2-naphthoic acid","3-Hydroxyoctadecanoic acid","4-Acetylbutyric acid","4-aminovaleric acid betaine","4'-Fluoro-4-aminodiphenyl","4-Hydroxy-L-proline","Acetylcholine cation","Acetyl-L-carnitine","Alanine","Androstan 3 beta ol 17 one sulfate","Arginine","Atenolol","Azoxystrobin","Benzenesulfonic acid","Benzyl Alcohol","Beta Homolysine","Beta Hydroxypropionic acid","Betaine","Bilirubin","Biliverdin","Biocytin","Brefeldin A","Butyryl carnitine","Caffeine","Catechol","Cetirizine","Cholic Acid","Choline","cis-5,8,11,14-Eicosatetraenoic acid","CMPF","Coumarin","Creatine anhydrous","Creatinine","Cystine","Decanoyl-L-carnitine","Decylbenzenesulfonic acid","Dehydroisoandrosterone","Diethyl phthalate","Dihydrocoumarin","Dimethylaniline","Dodecanedioic acid","Erucamide","Galactose","Glucose","Glutamic acid","Glutamine","Glutamylglutamine","Glyceric acid","Glycochenodeoxycholate","Glycochenodeoxycholic acid","Glycocholic acid","Glycoursodeoxycholic acid","Hippurate","Histidine","Homoarginine","Hydroxychloroquine","Hydroxycinnamic acid","Hydroxycoumarin","Hydroxyhippuric acid","Hydroxyoctadecanoic acid","Hydroxypalmitic acid","Hyodeoxycholic acid","Hypoxanthine","Indoxyl sulfate","Karanjin","Lactic acid","Lauroylcarnitine","L-Carnitine","Lenticin","L-Homoarginine","LPC 18:3","LPE 16:0","L-Propionylcarnitine","Lysine","LysoPC(0:0/18:0)","Methionine","Mevalonic acid 5-pyrophosphate","Myristyl sulfate","N Oleoylglycine","N,N-Dimethylarginine","N8-Acetylspermidine","N-Acetyl-D-galactosamine 4-sulfate","N-Acetyl-L-glutamine","N-Docosanoyl-4-sphingenyl-1-O-phosphorylcholine","N-Oleoyl-D-erythro-sphingosylphosphorylcholine","Octanoyl-L-Carnitine","Oleoyl carnitine","Oleyloxyethylphosphorylcholine","Ornithine","Oxypurinol","Palmitic acid","Palmitoyl glycero 3 phosphocholine","Palmitoyl sphingomyelin","Palmitoylcarnitine","Palmitoylglycerol","Pantothenic acid","Paraxanthine","PE 34:2","PE 36:4","PE 40:6","Pheniramine","Phenylacetyl glutamine","Phenylalanine","Phlorobenzophenone","Phytanic acid","PI 38:4","Pipecolic acid","Piperine","Pro-Gly","Pro-Leu","Proline","Proline betaine","Pro-Trp","Pseudouridine","Pyroglutamic acid","Ribose/Xylose","Salicylic acid","Salicylic alcohol","Serine","sn-Glycero-3-phosphocholine","Spermidine","Spermine","Taurine","Threonine","Thyroxine","Trigonelline","Tryptophan","Tyrosine","Uric acid"
"SA024",4.464351,7.35649,0.04745026,0.5672071,0.525129,1.060329,0.3316139,0.09579956,0.01502579,0.6693441,0.06881356,0.05163924,0.1235814,0.008282977,0.4352248,0.03287399,2.018423,69.01253,0.1006632,0.07472366,3.733972,2.020719,0.1243144,2.493601,0.8731261,0.03845247,0.1446679,0.01306559,0.2045689,3.343083,0.02840825,18.19622,0.5354052,0.07463742,0.06364038,0.1941046,0.6093845,0.0148568,2.186441,0.08351005,1.73309,0.2044215,0.001964628,0.01879145,9.031079,3.367459,0.003778187,3.054235,0.04,0.2569639,0.09948416,12.94333,0.03008106,0.03944731,0.06190125,0.5759902,0.0009307296,0.01114959,0.2588062,1.143937,0.03695308,0.004205601,0.02490052,1.036441,0.01281503,0.08194547,0.03176112,1.94028,0.01445836,0.2294942,0.00889462,0.3391834,0.1214444,0.0275829,9.918342,0.3478367,0.0779661,0.6034126,0.02238879,0.01922623,0.02774503,0.3833029,2.291286,1.586837,0.08747237,0.01092852,0.0006635962,0.1282145,0.2721511,0.09596587,0.5354052,0.5573431,0.01927045,0.0333972,1.234613,0.002943257,18.50091,0.03478261,5.594694,0.1324982,0.1119381,1.481945,0.1344302,0.1649963,0.07168018,0.3546794,0.00717465,0.3446679,1.939062,0.06876295,0.08975682,0.01037583,1.717246,0.01649226,0.03781135,0.2741341,0.0296168,0.03226971,0.07014738,0.01826087,0.3540524,2.176722,11.40015,4.378777,0.02636699,0.1110538,2.185253,0.05381724,0.6271785,1.216941,0.352468,0.03352985,1.115296,1.045338,0.005179071,0.1216654,1.636807,0.07774503,0.0007936625,0.01627856,0.1201916,0.3209019,1.697863,0.1831982,3.467398,1.213406,0.3997562,0.1485679,0.9842779,0.5189519,0.1410464,0.02092115,0.06582167,0.005187178,3.647776,0.0286167,0.05526161,0.01097273,0.01280029,0.02627119
"SA025",2.629102594,8.901767271,0.105931418,0.459406858,0.623725672,0.529607528,0.222706209,0.033373494,0.021436515,0.334847081,0.029277108,0.915652972,0.069249305,0.014096386,0.160055607,0.009053753,0.570528267,74.457831325,0.070917516,0.108248378,1.467099166,2.143676842,0.286206105,1.851044297,0.724581134,0.112048193,0.2145972,0.020500463,0.155143652,6.87284829,0.003064875,14.367684186,0.464195547,0.127266468,0.098702502,0.294902688,0.696809731,0.01781042,1.983317887,0.085678219,1.196924489,0.226413346,0.001341983,0.033438369,2.229745238,0.175464769,0.010759963,3.458801928,0.037849861,0.087516219,0.038943466,13.116823502,0.050973123,0.046728452,0.165060241,1.008147808,0.00163392,0.013744208,0.299814643,1.34496213,0.325912325,0.005653383,0.04068582,1.281845306,0.017859129,0.028100093,0.028792747,2.521230204,0.01416126,0.315813633,0.006261353,0.079653431,0.037451344,0.048461538,14.666054625,0.382717466,0.125115848,0.721367914,0.025774616,0.008032437,0.006765524,0.093206335,0.872963048,2.732384668,0.115013902,0.017164041,0.00131418,0.18774386,0.165595593,0.194399816,0.464195547,0.439637365,0.025310473,0.144114921,1.51021345,0,16.949736057,0.008850788,7.172381835,0.414828545,0.182947173,0.798517146,0.103098462,0.151251158,0.085681186,0.027414272,0.008038925,0.430227221,1.793665366,0.04204728,0.079694161,0.012548656,1.488409456,0.026024096,0.020074143,0.493975904,0.041733086,0.064884152,0.030120482,0.017924004,0.470162956,2.655496902,8.201112141,5.252085264,0.022057461,0.145968489,0.329814092,0.238276182,0.447096626,0.676612348,0.360683957,0.030463392,0.511705302,1.657103512,0.018164968,0.178683967,1.83153546,0.08734013,0.067034291,0.019759036,0.107414272,0.441129217,0.420389249,0.108897127,3.594216204,1.04773927,0.343929309,0.132201056,0.153775534,0.019267845,0.135310473,0.075217794,0.212696942,0.003483781,3.821436768,0.053982098,0.070695088,0.002290083,0.020481928,0.066172382
"SA026",4.659668,19.71216,0.1109045,0.03214708,0.03038039,3.100576,0.1279797,0.09856298,0.004903635,0.08546069,0.00823246,5.523197,0.06707523,0.01400676,0.1066779,0.01663567,0.2147084,30.52409,0.0483601,0.05806424,0.2874049,7.470369,0.6640704,9.224517,2.437521,0.1404057,1.125974,0.01676247,0.03989011,16.70843,0.01544379,64.67999,0.9048425,0.7426346,0.317836,0.1049028,2.914324,0.08594649,2.351648,0.2856417,3.758889,0.1251902,0.0029459,0.01751479,2.456485,3.951913,0.007940828,5.320014,0.05543533,0.2100592,0.1200338,55.26583,0.04724429,0.03724429,0.04011834,2.342702,0.02995773,0.002324598,0.5634827,3.50491,8.167965,0.004450549,0.04494505,3.718253,0.02042265,0.09070161,0.05191331,11.77447,0.02,0.7362005,0.008622147,0.2705723,0.02669484,0.04614539,22.02506,2.501863,0.08782756,1.894345,0.0628852,0.003354184,0.002554522,0.2268202,0.9695225,4.229597,0.1032122,0.0132967,0.0008062553,0.4026414,0.2769726,2.820183,0.9048425,1.118862,0.02140321,0.0443787,2.209956,0.001118343,68.37115,0.03092139,4.224007,0.04099746,0.2072697,0.9661877,0.5943109,0.108284,0.08440406,0.03480135,0.006892646,1.458178,6.430748,0.1079241,0.1774303,0.01007608,7.284118,0.03748943,0.01771767,0.3691462,0.03478445,0.03256974,0.009442096,0.01480135,1.997291,4.886556,9.129332,1.762468,0.02155537,0.1160609,1.0447,0.2825866,0.5106671,1.686082,1.506942,0.04664413,2.487301,4.063664,0.005318681,0.1258664,3.555706,0.08901099,0.02523246,0.02732037,0.1539307,1.093464,1.42519,0.1221471,12.82763,4.402303,1.196749,0.8042668,0.1638334,1.582459,0.3639053,0.02078614,0.1153001,0.007922232,10.09821,0.2140874,0.07187658,0.009416737,0.01579882,0.07545224
"SA027",2.193336,9.357989,0.05708499,0.01608419,1.291501,1.681924,0.1693407,0.04169976,0.005189833,0.1748213,0.004577442,0.4434273,0.05448769,0.01243844,0.19166,0.02227959,0.6274027,24.9166,0.05454329,0.04555203,1.142971,2.121323,0.398755,3.487123,2.012694,0.04655282,0.3498108,0.01881652,0.05848292,4.442817,0.02041303,14.71988,0.4483095,0.1000732,0.05025417,0.1446386,0.7358721,0.009458074,1.811755,0.08573172,5.501037,0.1765687,0.001521048,0.01208896,10.35152,0.3600635,0.009308975,3.853289,0.06163622,0.1402701,0.06487689,12.65715,0.02482923,0.04185068,0.1121525,0.991212,0,0.005126291,0.4971406,4.048578,0.2902478,0.005111199,0.03860207,1.101916,0.02064337,0.06814932,0.05416819,7.46613,0.02681493,0.2901257,0.00816521,0.1319419,0.02311358,0.04521843,15.90382,0.4395215,0.07617156,0.4291468,0.01713658,0.01154885,0.01146942,0.2074942,1.32064,1.25595,0.0949166,0.01349484,0.0007440826,0.1697791,0.1186257,0.6772855,0.4483095,0.577078,0.02493249,0.2189039,2.207982,0.002065925,19.15049,0.01754567,4.449563,0.07617951,0.1620334,0.841938,0.1315757,0.1657665,0.07827641,0.04816521,0.00758618,0.4799219,1.692909,0.05178811,0.1311358,0.009888801,1.609911,0.04487689,0.01714059,0.2398729,0.03368546,0.01262113,0.007399523,0.008880064,0.4767484,3.307702,6.341541,2.216839,0.009714059,0.08141382,0.2666911,0.1629865,0.5602343,1.548883,0.4451361,0.02990469,1.690467,1.393873,0.01063542,0.09444003,2.629074,0.08681493,0.146386,0.02180302,0.1150119,0.3961919,1.428912,0.09451946,2.954962,0.870011,0.372147,3.363847,0.05564506,0.4850482,0.2341541,0.03143765,0.1501986,0.005397935,4.038814,0.07976321,0.15417,0.01196982,0.01578237,0.04406672
"SA028",3.351758,10.29019,0.03067847,0.00475,0.9144543,0.6611393,0.1134956,0.05789086,0.004825959,0.09056047,0.008657817,0.2714571,0.04638643,0.009778761,0.2318584,0.0259587,0.2566372,12.78761,0.06074484,0.03699853,0.8171091,2.749885,0.1495624,6.569937,0.7345309,0.07353982,0.9519423,0.01808997,0.03773599,1.84554,0.01522861,27.19177,0.626593,0.1481959,0.05509587,0.09483776,1.068018,0.01392599,2.283186,0.1073852,2.643943,0.1390855,0.001692478,0.01370206,6.709658,0.1799478,0.01883481,10.71549,0.02814897,1.421091,0.04730088,15.86059,0.04163717,0.04988201,0.03570796,0.4322125,0,0.002230088,0.3575221,3.30109,0.3852295,0.005190265,0.03865044,0.6592968,0.01500737,0.08178466,0.03645018,4.481806,0.02914454,0.3488408,0.006713127,0.1168279,0.02595133,0.06222714,36.68049,0.4581606,0.05278024,0.3723323,0.02359896,0.007000737,0.007165192,0.06688162,1.115461,0.4836481,0.07920354,0.01188053,0.0008348083,0.2195609,0.1811761,0.6832489,0.626593,0.7647781,0.01765487,0.1553097,0.394749,0.001882006,37.38676,0.03066372,5.10177,0.03007375,0.1310472,1.021386,0.1417319,0.09941003,0.09646018,0.02115044,0.005485251,2.521112,2.095808,0.0693536,0.09660767,0.01039086,1.526485,0.02140855,0.02260324,0.1705015,0.0464233,0.01665192,0.03313422,0.009240413,0.8051589,3.542146,7.485251,1.028024,0.0145354,0.1100295,0.2865039,0.0239528,0.3196684,0.9238446,0.6038692,0.02275811,0.2740673,1.62905,0.01283923,0.1387906,1.672041,0.09756637,0.2661504,0.01582596,0.08429204,0.449716,0.8421829,0.09764012,3.16444,0.8849992,0.6236757,0.1675111,0.1156303,0.5565791,0.09911504,0.03370207,0.2485988,0.001855457,4.12406,0.06990634,0.01261799,0.009454277,0.01511799,0.02518437
"SA029",8.185787,11.53772,0.1003534,0.5084806,0.8975265,2.209556,0.6331272,0.1028269,0.01339223,0.5765018,0.0169788,0.8345865,0.145053,0.01186396,0.4386926,0.05900177,1.628975,68.21555,0.109364,0.105212,2.777385,4.550085,0.5255882,2.961436,2.354354,0.3116608,0.3606597,0.02051237,0.3079505,12.79651,0.02387809,28.54717,0.8855203,0.1611448,0.09416961,0.1556537,1.300024,0.03189425,2.045936,0.1756245,2.002425,0.2928445,0.001745583,0.01318905,12.92991,0.2325491,0.04615724,5.078826,0.02641343,0.5278269,0.05308304,27.91657,0.07877208,0.05431979,0.09010601,0.8804269,0.06333922,0.06189929,0.3517668,3.613873,1.579918,0.006402827,0.04737633,3.543536,0.01790636,0.09478799,0.05544506,6.444337,0.01720848,0.5059423,0.009275618,0.2988115,0.02817138,0.02976148,16.52923,0.9044385,0.07353357,0.7361145,0.02561242,0.0169523,0.01370141,0.5292263,2.272617,1.728353,0.09699647,0.01215548,0.0007859541,0.2733447,0.2830463,0.1845501,0.8855203,0.5942275,0.01382509,0.05310071,5.07155,0.001345406,34.41669,0.03940813,5.375442,0.06535336,0.1340989,1.798587,0.5173417,0.1448763,0.09487633,0.07451413,0.007686396,1.925055,3.492602,0.06657773,0.1154594,0.01391343,4.683483,0.04894876,0.02131625,0.3805654,0.04041519,0.03629859,0.009478799,0.009681979,0.6796022,4.736842,15.16784,4.147527,0.03753534,0.1605124,0.3815183,0.1025618,1.314577,2.832889,1.245937,0.0469258,4.077128,2.427844,0.007085689,0.2081272,3.373757,0.1013251,0.3113074,0.01431095,0.1818905,0.8799418,0.5240283,0.2062721,7.300509,1.803299,0.7028862,0.2558816,0.04491875,0.8821247,0.1426678,0.04189046,0.08446113,0.003206714,6.563182,0.1102838,0.03687279,0.01425795,0.01719965,0.07808304
"SA030",21.45953,20.19204,0.09327273,0.05707273,2.637273,2.285048,0.1908182,0.07314545,0.01554545,0.2140909,0.005449091,0.07747599,0.3908182,0.008223636,0.7349091,0.1068182,0.3349091,35.33636,0.4059091,0.097,5.238182,4.315501,0.2555007,0.3004115,2.973937,0.08575455,0.3283951,0.02356364,0.06599091,6.378601,0.02506364,259.0398,1.187929,0.1358573,0.05956364,0.1608182,0.6855967,0.05253772,1.943636,0.175144,3.890261,0.1796364,0.002958182,0.01933636,23.48422,9.069959,0.006761818,3.163237,0.06439091,0.04871818,0.04648182,20.83676,0.116,0.08943636,0.1383636,0.7956104,0,0.04578182,0.5238182,17.70919,0.5133059,0.006568182,0.0489,2.478738,0.01517273,0.1242727,0.0757476,9.058985,0.004279091,0.7404664,0.008940909,0.2271331,0.02220909,0.009088182,6.414266,2.178052,0.09481818,0.2089986,0.05017833,0.01617273,0.01448182,0.4801097,2.699314,3.478738,0.1336364,0.02011818,1.552727,0.3903978,0.376406,0.09750343,1.187929,1.262277,0.01728182,1.016364,9.914952,0.002435455,128.4225,0.03082727,5.815455,0.0482,0.1656364,3.219091,0.770096,0.608,0.08969091,0.145,0.008569091,1.771468,4.91358,0.1020302,0.1396364,0.02044545,5.75583,0.03663636,0.01481818,0.5486364,0.05861818,0.03415455,0.1165455,0.02108182,4.943759,9.160494,30.7,4.435455,0.03252727,0.1173636,0.6241427,0.1889091,0.9635117,2.400823,1.309191,0.03476364,3.547325,3.851852,0.001218182,0.156,9.989026,0.09981818,0.3540909,0.01906364,0.1142727,0.7292181,0.2395455,0.1330909,5.03155,6.148148,0.9116598,0.2574486,0.5300412,1.248834,1.899091,0.04013636,0.02869091,0.008791818,11.37997,0.1821674,0.1389091,0.016,0.01907273,0.04347273
"SA031",2.564075,5.205362,0.04723963,0.04845893,1.188823,1.615013,0.5342083,0.1022015,0.01093141,0.211685,0.01707875,0.2327078,0.06832345,0.01481795,0.1773074,0.02282811,2.534293,42.99746,0.0554276,0.1221846,1.780694,1.897051,0.4334584,2.739946,1.039893,0.09974598,0.1551743,0.01514818,0.2154107,4.012869,0.02382727,21.35121,0.3845576,0.1400536,0.07684166,0.1627434,0.6398928,0.01380161,2.010161,0.07895979,1.087399,0.1245555,0.001673158,0.005263336,2.616622,0.6334584,0.04385267,3.563539,0.07969517,0.1899238,0.050779,11.60322,0.02523285,0.03816257,0.142591,0.6935121,0.001156647,0.1514818,0.4130398,3.115282,0.03423056,0.004221846,0.03377646,1.235389,0.01374259,0.05623201,0.02106166,2.899732,0.03485182,0.2639142,0.00954276,0.1682574,0.03098222,0.04517358,14.29491,0.3320107,0.07640135,0.4159786,0.0235067,0.008014395,0.007970364,0.24,0.5853083,1.136729,0.0911939,0.008298899,0.00103895,0.110134,0.1841287,0.3966756,0.3845576,0.4421448,0.01490262,0.1419983,0.9684718,0.002074513,21.6622,0.03216765,5.691787,0.1027096,0.1552921,0.9703641,0.1080965,0.1292972,0.05461473,0.0554276,0.005353091,2.56622,1.814477,0.05580697,0.1172735,0.01518205,2.156568,0.03315834,0.01921253,0.3750212,0.02580864,0.03680779,0.02287892,0.007281118,0.4425737,1.823056,9.102456,3.392887,0.02962743,0.1387807,0.4613405,0.07204911,0.5295442,1.391957,0.2531903,0.05240474,0.4644504,1.293298,0.008327688,0.1596105,2.23378,0.05234547,0.01494496,0.005104996,0.1580864,0.6120107,0.7904318,0.1137172,4.549062,0.9914209,0.3891689,0.1443432,0.1735121,0.5779088,1.082134,0.04497883,0.141829,0.0009652837,3.062735,0.05654692,0.2110076,0.01027096,0.01259949,0.04143946
"SA032",8.481797,12.26698,0.04444444,0.03768376,1.739316,3.157759,0.5905983,0.09076923,0.0104359,0.2230769,0.01882906,0.5163956,0.07474359,0.01388034,0.1961538,0.03815385,3.466667,39.03419,0.0685641,0.1178632,1.71453,4.221534,1.043377,3.983992,2.454944,0.1303419,0.436096,0.01524786,0.207265,6.937774,0.0245812,45.08133,1.18332,0.3374645,0.1130769,0.1626496,2.379293,0.02889233,2.017949,0.2410018,3.963336,0.1144444,0.00274188,0.01638462,9.919959,2.437645,0.02647863,11.47689,0.06168376,0.115641,0.06000855,25.77588,0.01878632,0.04897436,0.1205983,1.552285,0,0.08417949,0.4235043,4.144074,0.1493416,0.003976068,0.03411111,2.343661,0.01576068,0.08167521,0.0375936,10.50865,0.02935043,0.5843016,0.009076923,0.2672347,0.04350427,0.02335043,30.13168,0.6855151,0.07494017,0.8843274,0.04848954,0.00625641,0.005519658,0.3560547,1.043377,1.589207,0.08476923,0.00828547,0.0005396581,0.2548412,0.5081332,0.906016,1.18332,1.40408,0.01015385,0.1135043,2.744642,0.001571795,55.28014,0.02545299,5.532479,0.08104274,0.1528205,1.328205,0.373354,0.1283761,0.05899145,0.03732479,0.006017949,6.248386,3.557965,0.08931061,0.1105128,0.01437607,5.10457,0.03307692,0.01522222,0.4397436,0.03538462,0.03198291,0.05286325,0.008423077,0.747999,4.113091,11.78632,3.331624,0.0244188,0.1268376,0.5262071,0.06866667,1.193907,3.201652,0.9610121,0.04895726,1.597211,2.935709,0.008476923,0.1629915,3.922024,0.05709402,0.01229915,0.003923932,0.1529915,1.689904,0.8280342,0.1074359,10.24271,2.138652,1.041312,0.3273948,0.6581461,1.213271,0.1035043,0.04496581,0.1421368,0.001094017,7.041053,0.146424,0.1951282,0.01303419,0.01335897,0.03707692
"SA033",5.123714,8.865776,0.05115385,0.2299451,1.085165,1.399168,0.1232601,0.1034799,0.01345238,0.2284799,0.01257326,0.2162251,0.107967,0.01229853,0.1803114,0.026163,1.257326,42.92125,0.06870879,0.09304029,1.852564,3.41143,2.032844,10.7598,0.3015108,0.0281685,0.2423911,0.0152381,0.0497619,11.75389,0.01932234,27.41406,0.8745347,0.1544121,0.03054945,0.1225275,1.114298,0.02616597,2.092491,0.08040289,5.533173,0.2152015,0.002574176,0.009441392,2.003722,1.288592,0.009826007,5.26166,0.07767399,0.2012821,0.09551282,20.86271,0.02820513,0.06089744,0.09395604,1.525509,0.000499359,0.007577839,0.6622711,2.581563,0.4225969,0.0041337,0.03061355,2.958178,0.01869048,0.1096154,0.01739654,7.51697,0.01945971,0.4604773,0.01077839,0.2305671,0.03289377,0.02855311,17.73155,0.6047734,0.07797619,0.8524195,0.04313554,0.02755495,0.02497253,1.410773,3.956646,6.155025,0.08767399,0.01122711,0.0007084249,0.2237793,0.2741406,2.224655,0.8745347,1.038756,0.01980769,0.153022,1.797022,0.003873626,32.86621,0.02862637,5.248168,0.03645604,0.2044872,1.126374,0.2072476,0.1574176,0.05265568,0.04457875,0.005538462,1.295161,2.853076,0.1162689,0.1735348,0.009331502,3.188088,0.03174908,0.02661172,0.3514652,0.05047619,0.04615385,0.02127289,0.01299451,0.936501,2.48303,10.93407,3.96337,0.02509158,0.1901099,0.439457,0.07561355,0.1744252,0.3744252,0.3288811,0.06075092,1.933217,2.229034,0.004945055,0.2307692,1.745347,0.05141941,0.04282967,0.007836081,0.2089744,0.5068973,1.254579,0.2297619,6.584191,1.629516,0.6899496,0.2213707,4.120867,1.175608,0.1567766,0.03844322,0.08233516,0.001157509,4.946354,0.1191154,0.1255495,0.0118956,0.01544872,0.06450549
"SA034",5.647569,17.43014,0.07022998,0.05417376,1.103066,1.67411,0.3721465,0.1392675,0.01431005,0.2965077,0.03865417,0.4042363,0.07672061,0.01192504,0.1640545,0.04158433,3.166951,67.06133,0.07011925,0.09548552,0.3971039,2.254689,0.9475565,1.275233,7.532219,0.1830494,0.2239377,0.01589438,0.152385,4.423887,0.0283816,17.99158,0.5431925,0.1315554,0.03625213,0.170954,0.7108587,0.02169197,1.441227,0.07820595,1.34235,0.1236797,1.027257,0.02333901,9.78946,0.06822764,0.009412266,4.027051,0.0457155,0.1405451,0.1080068,13.65318,0.05903748,0.05588586,0.009574106,1.36149,0,0.005294719,0.2364566,3.3865,1.413806,0.003968484,0.03236797,1.162562,0.01858603,0.05674617,0.03604696,3.007528,0.01567291,0.2641317,0.01029813,0.08874569,0.2475298,0.02427598,14.67398,0.4180171,0.06362862,0.4172515,0.01988006,0.00602385,0.005258092,0.2054358,0.65497,0.8490494,0.07474446,0.007356899,0.0005827939,0.121424,0.1925482,1.046191,0.5431925,0.332908,0.02247019,0.1569847,1.301518,0.002186542,23.38905,0.02237649,4.719761,0.05607325,0.1339012,1.301533,0.4014291,0.09173765,0.05607325,0.0601448,0.004830494,1.161286,1.778742,0.1887202,0.09199319,0.01105622,2.000766,0.02342419,0.02613288,0.766184,0.02297274,0.03022998,0.05888416,0.01238501,0.6386372,5.581217,14.10562,4.723169,0.03093697,0.1526405,0.3581728,0.02115843,2.566033,6.214113,2.844201,0.04106474,0.1670282,1.32321,0.009378194,0.2034923,8.823529,0.05620102,0.004102215,0.004988927,0.1343271,0.4044915,1.327087,0.1005111,3.631492,0.9624856,0.3933903,0.1531198,0.0538599,0.5077198,0.09957411,0.04073254,0.1525554,0.000911414,3.146612,0.08342478,0.09429302,0.01656729,0.01351789,0.04193356
"SA035",8.323476,17.43403,0.06441882,0.04615314,1.314576,2.625114,0.5857011,0.1666052,0.01371771,0.3143911,0.008421587,1.511829,0.06607011,0.01128229,0.1513838,0.04226015,3.972325,67.41697,0.03676199,0.1390221,2.098708,4.792994,1.573703,2.88899,5.043221,0.1327491,0.4090082,0.02045203,0.325369,3.892175,0.02717712,37.85259,0.8939945,0.2677434,0.03385609,0.1717712,1.154004,0.01717015,1.553506,0.1480437,14.52684,0.2204797,0.0009797048,0.01755535,13.20974,0.06207916,0.05842251,6.894904,0.06689114,0.2143911,0.1913284,29.70883,0.06392989,0.03052583,0.0009575646,1.443813,0.0009584871,0.006667897,0.3379151,4.686078,0.1077798,0.005308118,0.0426845,2.570519,0.01957565,0.06087638,0.05291174,26.43312,0.01553506,0.4972702,0.01019373,0.175273,0.06196494,0.03845018,24.29481,0.422657,0.07345018,0.9333485,0.01828025,0.005610701,0.005313653,0.1329845,0.5505005,0.2456779,0.1093173,0.02293358,0.001043358,0.2916288,0.3175614,0.2121474,0.8939945,0.8544131,0.01770295,0.09953875,0.3089172,0.002564576,40.05914,0.02392989,5.853321,0.05473247,0.1964945,1.244465,0.5516379,0.08798893,0.06821956,0.03486162,0.008801661,3.462238,4.074158,0.08182439,0.1338561,0.01196494,2.795723,0.02829336,0.02644834,0.4765683,0.02659594,0.02215867,0.02278598,0.01650369,0.9404004,7.936761,14.47417,4.654059,0.02592251,0.1658672,0.517061,0.006317343,3.011829,6.237489,1.747953,0.04567343,0.2545496,2.550045,0.01071956,0.2369926,8.562329,0.0695203,0.009081181,0.004880074,0.1557196,0.88899,0.7342251,0.1820111,6.317106,2.042084,0.8114195,0.2647862,0.03000455,0.7379436,0.1597786,0.04530443,0.122048,0.0009806273,6.151046,0.06815287,0.06336716,0.01552583,0.01575646,0.02642989
